kode_prov;prov;kode_kabkot;kabkot;kode_kec;kec;kode_desa;desa;klas;kode_bs4;nks;jumlah_ruta;kode_sls;nama_sls
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;021;DUMOGA BARAT                   ;007;WANGGA BARU                                 ;2;004B;100035;119;000200; RT 2 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;021;DUMOGA BARAT                   ;007;WANGGA BARU                                 ;2;004B;100035;119;000300; RT 3 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;021;DUMOGA BARAT                   ;007;WANGGA BARU                                 ;2;004B;100035;119;000400; RT 4 DUSUN 2                                                                                                                                                                                           
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;023;DUMOGA TIMUR                   ;003;IMANDI                                      ;2;008B;100078;96;001100; RT 011 LINGKUNGAN 6
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;023;DUMOGA TIMUR                   ;003;IMANDI                                      ;2;008B;100078;96;001200; RT 012 LINGKUNGAN 6
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;023;DUMOGA TIMUR                   ;003;IMANDI                                      ;2;008B;100078;96;001300; RT 013 LINGKUNGAN 7                                                                                                                                                                      
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;024;DUMOGA TENGAH                  ;004;IBOLIAN I                                   ;2;002B;100124;116;000100; DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;024;DUMOGA TENGAH                  ;004;IBOLIAN I                                   ;2;002B;100124;116;000200; DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;024;DUMOGA TENGAH                  ;004;IBOLIAN I                                   ;2;002B;100124;116;000300; DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;024;DUMOGA TENGAH                  ;004;IBOLIAN I                                   ;2;002B;100124;116;000400; DUSUN 4                                                                                                                                                                                        
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;026;DUMOGA                         ;003;BUMBUNGON                                   ;2;003B;100157;107;000100; RT 001 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;026;DUMOGA                         ;003;BUMBUNGON                                   ;2;003B;100157;107;000500; RT 005 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;026;DUMOGA                         ;003;BUMBUNGON                                   ;2;003B;100157;107;000600; RT 006 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;026;DUMOGA                         ;003;BUMBUNGON                                   ;2;003B;100157;107;000800; RT 008 DUSUN 4                                                                                                                                                            
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;001;MOPUSI                                      ;2;005B;100188;133;001200; RT 012 DUSUN 5
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;001;MOPUSI                                      ;2;005B;100188;133;001300; RT 013 DUSUN 5
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;001;MOPUSI                                      ;2;005B;100188;133;001500; RT 015 DUSUN 6                                                                                                                                                                                     
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;011;BOMBANON                                    ;2;003B;100246;111;000500; RT 05 DUSUN 03
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;011;BOMBANON                                    ;2;003B;100246;111;000600; RT 06 DUSUN 03
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;011;BOMBANON                                    ;2;003B;100246;111;000700; RT 07 DUSUN 04
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;060;LOLAYAN                        ;011;BOMBANON                                    ;2;003B;100246;111;000800; RT 08 DUSUN 04                                                                                                                                                            
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;081;PASSI BARAT                    ;005;PASSI                                       ;2;007B;100294;90;000500; RT 9 DUSUN 5                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000400; RT 4 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000500; RT 5 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000600; RT 6 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000700; RT 7 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000800; RT 8 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;008;MOBUYA                                      ;2;002B;100331;105;000900; RT 9 DUSUN 3                                                                                                                      
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000100; RT 1 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000200; RT 2 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000300; RT 3 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000400; RT 4 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000500; RT 5 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;082;PASSI TIMUR                    ;015;SINSINGON BARAT                             ;1;003B;150121;115;000600; RT 6 DUSUN 3                                                                                                                      
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;090;POIGAR                         ;007;GOGALUMAN                                   ;2;003B;100374;95;000100; DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;090;POIGAR                         ;007;GOGALUMAN                                   ;2;003B;100374;95;000200; DUSUN 2                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;100;BOLAANG                        ;004;BANGOMOLUNOW                                ;2;003B;100423;96;000400; DUSUN II RT 004
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;100;BOLAANG                        ;004;BANGOMOLUNOW                                ;2;003B;100423;96;000500; DUSUN III RT 005                                                                                                                                                                                                           
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;101;BOLAANG TIMUR                  ;006;BANTIK                                      ;2;004B;100460;97;000100; RT 1 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;101;BOLAANG TIMUR                  ;006;BANTIK                                      ;2;004B;100460;97;000200; RT 2 DUSUN 2                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;110;LOLAK                          ;014;SAUK                                        ;2;002B;100500;124;000100; RT 01 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;110;LOLAK                          ;014;SAUK                                        ;2;002B;100500;124;000200; RT 02 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;110;LOLAK                          ;014;SAUK                                        ;2;002B;100500;124;000300; RT 03 DUSUN 2
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;110;LOLAK                          ;014;SAUK                                        ;2;002B;100500;124;000400; RT 04 DUSUN 2                                                                                                                                                                
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;120;SANGTOMBOLANG                  ;011;LOLANAN                                     ;2;004B;100536;63;000200; RT 02 DUSUN 1
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;120;SANGTOMBOLANG                  ;011;LOLANAN                                     ;2;004B;100536;63;000600; RT 06 DUSUN 3
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;120;SANGTOMBOLANG                  ;011;LOLANAN                                     ;2;004B;100536;63;001100; RT 11 DUSUN 6
71;SULAWESI UTARA           ;01;BOLAANG MONGONDOW         ;120;SANGTOMBOLANG                  ;011;LOLANAN                                     ;2;004B;100536;63;001200; RT 12 DUSUN 6                                                                                                                                                                
71;SULAWESI UTARA           ;02;MINAHASA                  ;091;LANGOWAN TIMUR                 ;008;WALEURE                                     ;1;002B;150010;65;000200; JAGA 2                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;110;TOMPASO                        ;010;TEMPOK                                      ;2;002B;100080;91;000200; JAGA 2                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;110;TOMPASO                        ;013;KAMANGA DUA                                 ;1;002B;150129;123;000300; JAGA 3
71;SULAWESI UTARA           ;02;MINAHASA                  ;110;TOMPASO                        ;013;KAMANGA DUA                                 ;1;002B;150129;123;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;02;MINAHASA                  ;121;KAWANGKOAN BARAT               ;007;TOMBASIAN ATAS SATU                         ;2;002B;100161;98;000300; JAGA 3
71;SULAWESI UTARA           ;02;MINAHASA                  ;121;KAWANGKOAN BARAT               ;007;TOMBASIAN ATAS SATU                         ;2;002B;100161;98;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;02;MINAHASA                  ;130;SONDER                         ;013;LEILEM TIGA                                 ;1;002B;150227;99;000100; JAGA 1
71;SULAWESI UTARA           ;02;MINAHASA                  ;130;SONDER                         ;013;LEILEM TIGA                                 ;1;002B;150227;99;000200; JAGA 2                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;02;MINAHASA                  ;161;TOMBARIRI TIMUR                ;001;RANOTONGKOR                                 ;2;002B;100238;121;000400; JAGA 4
71;SULAWESI UTARA           ;02;MINAHASA                  ;161;TOMBARIRI TIMUR                ;001;RANOTONGKOR                                 ;2;002B;100238;121;000500; JAGA 5                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;02;MINAHASA                  ;170;PINELENG                       ;019;SEA II                                      ;1;005B;150317;74;000100; JAGA 1                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;171;TOMBULU                        ;001;KEMBES DUA                                  ;2;002B;100295;109;000300; JAGA 3
71;SULAWESI UTARA           ;02;MINAHASA                  ;171;TOMBULU                        ;001;KEMBES DUA                                  ;2;002B;100295;109;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;02;MINAHASA                  ;172;MANDOLANG                      ;005;KALASEY DUA                                 ;2;006B;100380;75;000200; JAGA 2                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;190;TONDANO BARAT                  ;010;RINEGETAN                                   ;1;007B;150413;53;000300; LINGKUNGAN 3                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;02;MINAHASA                  ;191;TONDANO SELATAN                ;007;TATAARAN DUA                                ;1;017B;150535;72;000600; LINGKUNGAN 6                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;02;MINAHASA                  ;210;KAKAS                          ;019;KAWENG                                      ;2;005B;100453;86;000200; JAGA 2                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;230;ERIS                           ;001;TELAP                                       ;2;003B;100542;49;000600; JAGA 6                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;02;MINAHASA                  ;250;TONDANO TIMUR                  ;002;KINIAR                                      ;1;004B;150639;99;000400; LINGKUNGAN IV                                                                                                                                                                                                                                        
71;SULAWESI UTARA           ;02;MINAHASA                  ;250;TONDANO TIMUR                  ;013;PAPAKELAN                                   ;2;004B;100606;124;000300; LINGKUNGAN 3                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;040;MANGANITU SELATAN              ;009;SOWAENG                                     ;2;003B;100012;117;000200; LINDONGAN 2
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;040;MANGANITU SELATAN              ;009;SOWAENG                                     ;2;003B;100012;117;000300; LINDONGAN 3                                                                                                                                                                                                                    
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;050;TAMAKO                         ;003;BEBU                                        ;2;002B;100052;83;000200; LINDONGAN 02
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;050;TAMAKO                         ;003;BEBU                                        ;2;002B;100052;83;000300; LINDONGAN 03                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;050;TAMAKO                         ;012;NAGHA DUA                                   ;1;002B;150018;108;000300; LINDONGAN 03
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;050;TAMAKO                         ;012;NAGHA DUA                                   ;1;002B;150018;108;000500; LINDONGAN 05                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;060;TABUKAN SELATAN                ;010;BINEBAS                                     ;2;001B;100080;96;000100; LINDONGAN 1
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;060;TABUKAN SELATAN                ;010;BINEBAS                                     ;2;001B;100080;96;000200; LINDONGAN 2                                                                                                                                                                                                                    
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;062;TABUKAN SELATAN TENGGARA       ;001;PINTARENG                                   ;2;001B;100103;90;000400; LINDONGAN 04
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;062;TABUKAN SELATAN TENGGARA       ;001;PINTARENG                                   ;2;001B;100103;90;000500; LINDONGAN 05
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;062;TABUKAN SELATAN TENGGARA       ;001;PINTARENG                                   ;2;001B;100103;90;000600; LINDONGAN 06
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;062;TABUKAN SELATAN TENGGARA       ;001;PINTARENG                                   ;2;001B;100103;90;000700; LINDONGAN 07                                                                                                                                                                    
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;070;TABUKAN TENGAH                 ;016;PALELANGEN                                  ;2;001B;100140;75;000100; LINDONGAN 01
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;070;TABUKAN TENGAH                 ;016;PALELANGEN                                  ;2;001B;100140;75;000200; LINDONGAN 02                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;080;MANGANITU                      ;009;MANUMPITAENG                                ;2;001B;100175;109;000100; LINDONGAN 01
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;080;MANGANITU                      ;009;MANUMPITAENG                                ;2;001B;100175;109;000200; LINDONGAN 02
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;080;MANGANITU                      ;009;MANUMPITAENG                                ;2;001B;100175;109;000400; LINDONGAN 04                                                                                                                                                                                           
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;090;TAHUNA                         ;010;SOATALOARA l                                ;1;002B;150061;52;000300; RT 03 LINGKUNGAN 1
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;090;TAHUNA                         ;010;SOATALOARA l                                ;1;002B;150061;52;000400; RT 04 LINGKUNGAN 2                                                                                                                                                                                                      
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;090;TAHUNA                         ;014;SANTIAGO                                    ;1;008B;150090;75;000900; RT 09 LINGKUNGAN 5                                                                                                                                                                                                                                   
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;092;TAHUNA BARAT                   ;005;AKEMBAWI                                    ;2;001B;100203;149;000100; RT 01 LINGKUNGAN I
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;092;TAHUNA BARAT                   ;005;AKEMBAWI                                    ;2;001B;100203;149;000200; RT 02 LINGKUNGAN I
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;092;TAHUNA BARAT                   ;005;AKEMBAWI                                    ;2;001B;100203;149;000300; RT 03 LINGKUNGAN I                                                                                                                                                                         
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;100;TABUKAN UTARA                  ;005;PETTA                                       ;1;002B;150127;103;000300; LINDONGAN 03
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;100;TABUKAN UTARA                  ;005;PETTA                                       ;1;002B;150127;103;000400; LINDONGAN 04                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;100;TABUKAN UTARA                  ;013;BAHU                                        ;2;003B;100240;64;000300; LINDONGAN 03                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;03;KEPULAUAN SANGIHE         ;110;KENDAHE                        ;001;KENDAHE DUA                                 ;2;002B;100279;52;000300; LINDONGAN 03                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;010;KABARUAN                       ;008;KABARUAN                                    ;2;001B;100003;135;000100; DUSUN 1
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;010;KABARUAN                       ;008;KABARUAN                                    ;2;001B;100003;135;000200; DUSUN 2
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;010;KABARUAN                       ;008;KABARUAN                                    ;2;001B;100003;135;000300; DUSUN 3                                                                                                                                                                                                          
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;011;DAMAU                          ;006;IGHIK                                       ;2;001B;100027;47;000100; DUSUN 1
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;011;DAMAU                          ;006;IGHIK                                       ;2;001B;100027;47;000200; DUSUN 2                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;020;LIRUNG                         ;005;LIRUNG                                      ;1;002B;150002;64;000200; LINGKUNGAN 2                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;021;SALIBABU                       ;005;DALUM                                       ;2;002B;100055;121;000400; DUSUN 4                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;023;MORONGE                        ;001;MORONGE SELATAN                             ;2;003B;100075;57;000300; DUSUN III                                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;030;MELONGUANE                     ;011;MELONGUANE TIMUR                            ;1;004B;150032;82;000200; LINGKUNGAN 2                                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;031;MELONGUANE TIMUR               ;002;TULE UTARA                                  ;2;002B;100114;39;000300; DUSUN 3                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;041;BEO UTARA                      ;006;RAE SELATAN                                 ;2;004B;100141;49;000100; DUSUN I
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;041;BEO UTARA                      ;006;RAE SELATAN                                 ;2;004B;100141;49;000200; DUSUN II                                                                                                                                                                                                                           
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;050;RAINIS                         ;009;ALO UTARA                                   ;2;003B;100172;72;000200; DUSUN II
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;050;RAINIS                         ;009;ALO UTARA                                   ;2;003B;100172;72;000300; DUSUN III                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;051;TAMPAN'AMMA                    ;010;RIUNG UTARA                                 ;2;001B;100196;90;000100; DUSUN 1
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;051;TAMPAN'AMMA                    ;010;RIUNG UTARA                                 ;2;001B;100196;90;000200; DUSUN 2
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;051;TAMPAN'AMMA                    ;010;RIUNG UTARA                                 ;2;001B;100196;90;000300; DUSUN 3                                                                                                                                                                                                          
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;061;ESSANG SELATAN                 ;007;AMBIA UTARA                                 ;2;001B;100226;81;000100; DUSUN 1
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;061;ESSANG SELATAN                 ;007;AMBIA UTARA                                 ;2;001B;100226;81;000200; DUSUN 2
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;061;ESSANG SELATAN                 ;007;AMBIA UTARA                                 ;2;001B;100226;81;000300; DUSUN 3
71;SULAWESI UTARA           ;04;KEPULAUAN TALAUD          ;061;ESSANG SELATAN                 ;007;AMBIA UTARA                                 ;2;001B;100226;81;000400; DUSUN 4                                                                                                                                                                                        
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;010;MODOINDING                     ;007;WULURMAATUS                                 ;2;002B;100027;116;000200; JAGA 002
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;010;MODOINDING                     ;007;WULURMAATUS                                 ;2;002B;100027;116;000700; JAGA 007                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;020;TOMPASO BARU                   ;011;TOMPASO BARU DUA                            ;1;006B;150014;92;000300; JAGA 3                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;021;MAESAAN                        ;009;KINAMANG SATU                               ;2;003B;100101;94;000100; JAGA 1
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;021;MAESAAN                        ;009;KINAMANG SATU                               ;2;003B;100101;94;000200; JAGA 2                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;070;RANOYAPO                       ;012;POOPO BARAT                                 ;2;002B;100144;111;000400; JAGA IV
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;070;RANOYAPO                       ;012;POOPO BARAT                                 ;2;002B;100144;111;000500; JAGA V                                                                                                                                                                                                                             
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;082;MOTOLING BARAT                 ;004;RAANAN BARU                                 ;2;003B;100209;98;000100; JAGA 1
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;082;MOTOLING BARAT                 ;004;RAANAN BARU                                 ;2;003B;100209;98;000200; JAGA 2                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;090;SINONSAYANG                    ;003;POIGAR I                                    ;2;006B;100286;75;000300; JAGA 3
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;090;SINONSAYANG                    ;003;POIGAR I                                    ;2;006B;100286;75;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;100;TENGA                          ;015;SAPA                                        ;2;003B;100347;92;000100; JAGA 1
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;100;TENGA                          ;015;SAPA                                        ;2;003B;100347;92;000200; JAGA 2                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;111;AMURANG                        ;002;RANOYAPO                                    ;1;004B;150103;104;000700; LINGKUNGAN 7
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;111;AMURANG                        ;002;RANOYAPO                                    ;1;004B;150103;104;000800; LINGKUNGAN 8                                                                                                                                                                                                                  
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;112;AMURANG BARAT                  ;009;WAKAN                                       ;2;002B;100424;101;000400; JAGA 4
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;112;AMURANG BARAT                  ;009;WAKAN                                       ;2;002B;100424;101;000500; JAGA 5                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;112;AMURANG BARAT                  ;010;TEEP TRANS                                  ;1;002B;150160;71;000100; JAGA 1
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;112;AMURANG BARAT                  ;010;TEEP TRANS                                  ;1;002B;150160;71;000200; JAGA 2
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;112;AMURANG BARAT                  ;010;TEEP TRANS                                  ;1;002B;150160;71;000300; JAGA 3                                                                                                                                                                                                             
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;120;TARERAN                        ;014;RUMOONG ATAS DUA                            ;2;006B;100479;53;000900; JAGA 9                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;121;SULUUN TARERAN                 ;004;SULUUN EMPAT                                ;1;003B;150199;94;000200; JAGA 2
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;121;SULUUN TARERAN                 ;004;SULUUN EMPAT                                ;1;003B;150199;94;000300; JAGA 3                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;130;TUMPAAN                        ;009;TUMPAAN DUA                                 ;2;004B;100545;165;000300; JAGA 3
71;SULAWESI UTARA           ;05;MINAHASA SELATAN          ;130;TUMPAAN                        ;009;TUMPAAN DUA                                 ;2;004B;100545;165;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;020;KAUDITAN                       ;008;WATUDAMBO                                   ;2;004B;100029;97;000800; JAGA VIII
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;020;KAUDITAN                       ;008;WATUDAMBO                                   ;2;004B;100029;97;000900; JAGA IX                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;020;KAUDITAN                       ;017;LEMBEAN                                     ;1;004B;150081;41;000100; JAGA I                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;030;AIRMADIDI                      ;008;AIRMADIDI BAWAH                             ;1;012B;150126;94;000400; RT 2 RW 2
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;030;AIRMADIDI                      ;008;AIRMADIDI BAWAH                             ;1;012B;150126;94;000500; RT 1 RW 3
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;030;AIRMADIDI                      ;008;AIRMADIDI BAWAH                             ;1;012B;150126;94;000800; RT 1 RW 4                                                                                                                                                                                                    
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;040;KALAWAT                        ;007;MAUMBI                                      ;1;007B;150255;116;000500; JAGA V
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;040;KALAWAT                        ;007;MAUMBI                                      ;1;007B;150255;116;000600; JAGA VI                                                                                                                                                                                                                             
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;050;DIMEMBE                        ;002;MATUNGKAS                                   ;1;001B;150299;77;001000; JAGA X                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;050;DIMEMBE                        ;005;KLABAT                                      ;2;005B;100057;103;000700; JAGA 7
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;050;DIMEMBE                        ;005;KLABAT                                      ;2;005B;100057;103;000800; JAGA 8                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;050;DIMEMBE                        ;015;LUMPIAS                                     ;2;004B;100096;74;000300; JAGA 3
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;050;DIMEMBE                        ;015;LUMPIAS                                     ;2;004B;100096;74;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;051;TALAWAAN                       ;004;MAPANGET                                    ;1;017B;150366;51;001000; JAGA 10                                                                                                                                                                                                                                              
