kode_prov;prov;kode_kabkot;kabkot;kode_kec;kec;kode_desa;desa;klas;kode_bs4;nks;jumlah_ruta;kode_sls;nama_sls
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;020;KOTAMOBAGU TIMUR               ;006;TUMOBUY                                     ;1;003B;150118;104;000700; RT 007 RW 004 LINGKUNGAN 02                                                                                                                                                                                    
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;020;KOTAMOBAGU TIMUR               ;008;KOTABANGON                                  ;1;019B;150147;60;000500; RT 005 RW 003 LINGKUNGAN 002                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;030;KOTAMOBAGU BARAT               ;003;MOGOLAING                                   ;1;006B;150182;66;001200; RT 012 RW 005 LINGKUNGAN 003                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;030;KOTAMOBAGU BARAT               ;004;GOGAGOMAN                                   ;1;030B;150224;114;002400; RT 024 RW 008 LINGKUNGAN 004                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;030;KOTAMOBAGU BARAT               ;005;KOTAMOBAGU                                  ;1;023B;150259;44;001600; RT 016 RW 008 LINGKUNGAN 005                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;040;KOTAMOBAGU UTARA               ;001;UPAI                                        ;2;005B;100023;79;000800; RT 008 RW 003 LINGKUNGAN 003                                                                                                                                                                                                                         
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;040;KOTAMOBAGU UTARA               ;005;PONTODON                                    ;1;003B;150291;98;000200; RT 002 DUSUN 001
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;040;KOTAMOBAGU UTARA               ;005;PONTODON                                    ;1;003B;150291;98;000300; RT 003 DUSUN 002                                                                                                                                                                                                          
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;040;KOTAMOBAGU UTARA               ;006;BILALANG II                                 ;2;005B;100034;91;000700; RT 007 DUSUN 004
71;SULAWESI UTARA           ;74;KOTAMOBAGU                ;040;KOTAMOBAGU UTARA               ;006;BILALANG II                                 ;2;005B;100034;91;000800; RT 008 DUSUN 004                                                                                                                                                                                                          
